UTC,height_m,water_temp_C,wind_m_sec,tide_station,wind_km_h,Dep,month_UTC,month_name,rain_month_avg_mm,wind_am_month_avg_kmh,wind_pm_month_avg_kmh
2020-01-03T21:00:00Z,0.712,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-03T22:00:00Z,0.656,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-03T23:00:00Z,0.641,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T00:00:00Z,0.601,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T01:00:00Z,0.57,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T02:00:00Z,0.637,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T03:00:00Z,0.551,21,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T04:00:00Z,0.591,21,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T05:00:00Z,0.641,21,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T06:00:00Z,0.637,21,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T07:00:00Z,0.634,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T08:00:00Z,0.702,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T09:00:00Z,0.736,21.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T10:00:00Z,0.762,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T11:00:00Z,0.787,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T12:00:00Z,0.814,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T13:00:00Z,0.768,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T14:00:00Z,0.799,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T15:00:00Z,0.682,21,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T16:00:00Z,0.668,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T17:00:00Z,0.641,20.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T18:00:00Z,0.586,20.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T19:00:00Z,0.567,20.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T20:00:00Z,0.545,20.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T21:00:00Z,0.489,20.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T22:00:00Z,0.498,20.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-04T23:00:00Z,0.457,20.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T00:00:00Z,0.466,20.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T01:00:00Z,0.487,20.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T02:00:00Z,0.534,20.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T03:00:00Z,0.525,20.8,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T04:00:00Z,0.552,20.9,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T05:00:00Z,0.584,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T06:00:00Z,0.616,21.3,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T07:00:00Z,0.646,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T08:00:00Z,0.736,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T09:00:00Z,0.776,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T10:00:00Z,0.865,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T11:00:00Z,0.902,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T12:00:00Z,0.933,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T13:00:00Z,0.919,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T14:00:00Z,0.871,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T15:00:00Z,0.772,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T16:00:00Z,0.739,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T17:00:00Z,0.67,21.3,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T18:00:00Z,0.607,21.3,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T19:00:00Z,0.572,21.3,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T20:00:00Z,0.566,21.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T21:00:00Z,0.539,21.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T22:00:00Z,0.554,21.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-05T23:00:00Z,0.599,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T00:00:00Z,0.636,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T01:00:00Z,0.664,21.1,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T02:00:00Z,0.726,21.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T03:00:00Z,0.709,21.3,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T04:00:00Z,0.709,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T05:00:00Z,0.721,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T06:00:00Z,0.702,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T07:00:00Z,0.739,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T08:00:00Z,0.805,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T09:00:00Z,0.923,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T10:00:00Z,1.013,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T11:00:00Z,1.088,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T12:00:00Z,1.168,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T13:00:00Z,1.14,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T14:00:00Z,1.092,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T15:00:00Z,1.012,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T16:00:00Z,0.915,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T17:00:00Z,0.806,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T18:00:00Z,0.679,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T19:00:00Z,0.597,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T20:00:00Z,0.561,21.3,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T21:00:00Z,0.543,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T22:00:00Z,0.514,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-06T23:00:00Z,0.572,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T00:00:00Z,0.6,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T01:00:00Z,0.643,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T02:00:00Z,0.704,21.5,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T03:00:00Z,0.688,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T04:00:00Z,0.673,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T05:00:00Z,0.697,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T06:00:00Z,0.648,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T07:00:00Z,0.698,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T08:00:00Z,0.79,21.6,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T09:00:00Z,0.871,21.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T10:00:00Z,1.012,21.7,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T11:00:00Z,1.148,22.3,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T12:00:00Z,1.222,22.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T13:00:00Z,1.271,22.2,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T14:00:00Z,1.253,22.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T15:00:00Z,1.163,22.4,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
2020-01-07T16:00:00Z,1.051,22,-9999,Esperance,-35996.4,MURAT_202002_MRE,1,January,12.9,18.0,27.1
